ifInOctets11,ifOutOctets11,ifoutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcp?ActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps,class
1492404941,1215219852,0,71436932,24819,0,9823290,4775,1,1000,619,76,14,0,5,3,284914,302346,1,23,80556700,290548,300096,540,26,75941663,6,0,66,42,51,21,36,36,icmp-echo
1752781119,1273117309,0,66467687,21602,0,10752955,5788,1,999,699,76,15,0,5,3,299354,271620,1,21,77857230,310479,229309,638,23,82723563,7,0,67,45,49,26,33,30,icmp-echo
1764483600,1336666897,0,64141942,24060,0,10947386,5937,1,921,716,70,16,0,5,3,371810,294512,1,25,73684237,329518,290574,658,24,69293973,8,0,68,36,48,24,29,33,icmp-echo
2018634358,1430134693,0,69534100,20592,0,10193308,5715,1,925,672,59,15,0,4,3,317384,301686,1,20,80930310,332454,293570,613,23,75716633,6,0,74,40,59,23,34,30,icmp-echo
1921531301,1655877590,0,66353648,26644,0,11872412,4764,1,896,680,63,12,0,5,3,368394,228609,1,23,82995782,319010,275647,535,23,68219975,7,0,80,39,62,23,31,36,icmp-echo
2455079022,1549888261,0,60284453,24907,0,9833277,5038,1,922,698,75,16,0,5,3,364392,280942,1,25,75460576,338256,265990,554,21,77667659,6,0,72,35,60,24,34,32,icmp-echo
2498470676,1557665601,0,59700627,20543,0,10163696,5472,1,898,821,74,13,0,5,3,296477,282444,1,20,76257023,332439,258382,620,20,88537439,6,0,75,37,51,23,34,32,icmp-echo
3070301022,1690364008,0,74687162,21659,0,11849429,4490,1,983,840,64,15,2,6,3,286042,296413,1,22,70008555,300308,258624,626,21,85622651,8,0,77,45,53,25,37,36,icmp-echo
3217588648,1761239949,0,73638192,20667,0,12929216,4928,1,1071,771,66,15,2,5,3,319476,244822,1,25,68382574,335318,296187,573,21,79566152,7,0,72,42,48,20,37,32,icmp-echo
3504446489,1549349801,0,62459830,24263,0,11918844,5491,1,983,646,67,13,2,5,3,289965,258811,1,21,73019814,337450,288365,599,21,89686554,7,0,69,48,52,24,32,35,icmp-echo
3554443088,1741297759,0,63083687,25872,0,12003057,5904,1,1062,867,72,15,0,6,3,297043,251599,1,20,87046479,336553,289449,528,23,88481738,7,0,81,41,52,20,32,35,icmp-echo
4181432400,1611315652,0,76040987,22361,0,13096604,5987,1,1027,732,68,14,0,5,3,360990,262549,1,25,90626408,349694,271158,686,21,75047782,6,0,75,42,60,26,30,32,icmp-echo
3841785738,1975639810,0,60273164,25382,0,12406216,4925,1,1012,859,76,16,0,6,3,357252,305470,1,24,69756972,381421,272791,634,25,74305441,6,0,76,46,49,21,32,31,icmp-echo
22287896,1642128429,0,63029357,26282,0,11847241,5173,1,967,773,77,18,0,5,3,382374,245970,1,21,83127817,374909,240428,647,21,81900312,7,0,79,43,61,25,31,28,icmp-echo
264980470,1798553574,0,75488335,22809,0,12791899,5887,1,1063,769,63,16,0,5,3,298366,282927,1,23,70972919,332335,235048,542,24,90742546,8,0,79,47,59,20,35,36,icmp-echo
382942354,2186089494,0,61616003,21827,0,13238768,4566,1,1059,847,66,15,0,6,3,313573,263608,1,21,71188305,292359,261783,611,22,90819490,7,0,83,41,56,25,29,35,icmp-echo
584025423,1996840242,0,64270582,22692,0,10873066,4860,1,823,826,69,18,0,6,3,349411,283835,1,22,77071625,385048,243008,536,23,74074070,7,0,85,45,59,24,36,31,icmp-echo
696645515,1955168263,0,73247298,22128,0,11491844,4756,1,955,837,78,14,0,5,3,358662,257025,1,23,86491543,382255,287844,539,25,86147744,8,0,71,42,48,23,38,29,icmp-echo
971886048,2301383133,0,75473300,21691,0,11854140,4574,1,1094,650,69,14,0,5,3,290647,301928,1,23,76474676,331343,252613,636,24,79947403,7,0,68,46,52,23,28,32,icmp-echo
1159541571,2088201248,0,70639007,21264,0,14324939,4618,1,977,669,70,16,0,5,3,342876,274221,1,22,88773286,381087,287012,654,23,75878197,7,0,69,37,59,20,32,35,icmp-echo
1448896310,2159865268,0,64719995,21249,0,12128352,4917,1,901,694,75,18,0,5,3,348510,265908,1,25,87764435,307093,277283,522,22,71819483,7,0,84,36,53,22,35,28,icmp-echo
1738262357,2307086663,0,67377693,21419,0,14052747,4783,1,848,657,62,16,0,4,3,307725,285959,1,23,75139537,301542,242653,545,23,94274298,6,0,79,42,60,26,36,36,icmp-echo
1877402340,2359923348,0,76207625,21775,0,14672210,5789,1,893,808,74,15,0,6,3,317227,305943,1,21,93573197,332600,240848,597,26,82330132,6,0,67,47,57,22,35,33,icmp-echo
2283443774,2220531582,0,64914029,21353,0,12595130,4983,1,949,772,69,16,0,5,3,363059,294791,1,21,80765401,343567,301050,629,23,86261883,7,0,68,38,57,25,37,33,icmp-echo
2621970024,2315704844,0,62636160,23677,0,13133511,5102,1,811,649,79,16,0,6,3,328982,279097,1,20,74506567,334888,266080,685,22,80502438,8,0,76,37,54,24,29,29,icmp-echo
2722748533,2788149173,0,68297556,21240,0,12836738,5310,1,1002,676,68,15,0,6,3,363316,253939,1,21,78324445,351032,287620,617,23,93355193,7,0,85,41,62,20,30,36,icmp-echo
2962523251,2533955856,0,76096510,21875,0,11637293,6157,1,933,790,76,15,0,5,3,311581,303927,1,21,85428203,345971,256659,670,25,96486002,7,0,68,37,56,24,30,37,icmp-echo
3358588029,2698833349,0,60816530,27184,0,13668761,5599,1,839,679,61,15,0,5,3,306261,297895,1,20,87585442,357729,270788,551,22,92287209,8,0,73,48,48,24,32,35,icmp-echo
3678727256,2773298146,0,80242804,27079,0,15153257,5597,1,1090,762,73,15,0,6,3,299650,283005,1,22,74828717,389781,247215,637,24,87479139,8,0,79,42,60,26,29,29,icmp-echo
3556631243,2771286401,0,74269178,26274,0,15435287,5835,1,1085,859,68,18,0,5,3,385661,267696,1,19,95364038,363973,241285,524,24,76898135,7,0,87,40,57,24,35,29,icmp-echo
3672578064,2917158008,0,62175711,24134,0,13668215,5918,1,862,859,61,18,0,6,3,384509,254163,1,22,88954533,337668,289280,671,21,94146209,7,0,73,44,49,20,38,35,icmp-echo
4514202180,2859542508,0,61774560,27475,0,11856281,5408,1,926,818,79,16,0,4,3,294332,250718,1,23,88060052,354689,296957,670,26,87877859,8,0,70,47,52,20,33,30,icmp-echo
4226813322,2559310876,0,64923092,24782,0,13300185,5843,1,1032,715,76,16,0,5,3,311422,247888,1,21,77106415,351620,247608,634,26,79006365,7,0,78,38,55,26,36,30,icmp-echo
228594011,2594549768,0,64804179,24372,0,15091304,5376,1,963,755,67,18,0,5,3,341699,291425,1,20,97583590,337035,245277,679,26,77940212,6,0,86,40,53,22,30,29,icmp-echo
423878458,2669360093,0,77522105,25172,0,13450485,6139,1,856,864,69,15,0,4,3,388753,288483,1,20,99241384,336906,281980,531,25,92222634,8,0,88,38,60,22,39,38,icmp-echo
706023014,3075908001,0,69956299,23003,0,13578434,6047,1,922,721,67,16,0,5,3,376261,296636,1,19,74340218,321097,280825,686,20,78869883,6,0,74,41,54,26,31,39,icmp-echo
848632050,2740309084,0,67658346,26919,0,14819235,5598,1,851,891,74,17,0,5,3,394878,234885,1,24,86611468,325890,262689,555,25,81798165,6,0,89,49,61,21,30,32,icmp-echo
1118650735,3172739711,0,80182818,26219,0,16275941,4945,1,973,844,63,18,0,5,3,348095,238697,1,21,81955015,392539,261582,548,20,83560298,8,0,70,49,49,21,37,31,icmp-echo
1344971289,3379534808,0,74689435,21737,0,15401506,5058,1,1070,862,66,18,0,4,3,330779,238752,1,19,99081669,368467,313177,552,20,93781623,6,0,73,40,62,23,39,39,icmp-echo
1328996126,2994159636,0,76729297,25843,0,14491603,5337,1,1085,741,74,15,0,6,3,352677,273244,1,22,96766894,389163,261001,607,25,94643813,6,0,86,45,49,22,30,38,icmp-echo
1660784712,3541609339,0,75208008,25593,0,15347887,4726,1,1068,718,62,14,0,5,3,306605,249926,1,19,94677013,360174,261310,691,25,99004401,7,0,70,49,53,26,31,35,icmp-echo
2017067984,2816361621,0,69262686,25069,0,12321824,5876,1,970,762,70,15,0,5,3,304395,287428,1,21,92624169,306155,301723,654,25,81834954,6,0,84,42,51,22,31,33,icmp-echo
2099705912,3070865934,0,75574809,24612,0,13471838,6157,1,972,881,74,18,0,6,3,332355,296838,1,20,92771810,327456,262040,687,26,81896918,7,0,83,50,51,21,36,35,icmp-echo
2051627238,3388590605,0,67074576,25062,0,14096575,6130,1,1003,696,68,15,0,5,3,397744,260994,1,22,77058512,308493,250165,690,24,79526919,8,0,86,44,58,25,31,37,icmp-echo
2638364030,3173441714,0,68096526,26246,0,14991212,5225,1,1008,792,75,18,0,4,3,334922,294876,1,21,84524201,363559,312849,566,26,92156346,7,0,84,43,57,22,34,32,icmp-echo
2543685617,3221475688,0,70370111,23929,0,15523652,6176,1,847,711,78,17,0,4,3,367021,314235,1,24,87911644,326034,236352,622,21,96631065,7,0,85,39,63,22,29,30,icmp-echo
2656838789,3301299464,0,66045164,27517,0,12872777,5085,1,886,816,80,16,0,5,3,367468,238436,1,23,99355672,337598,284235,668,20,83275093,8,0,83,41,56,25,31,36,icmp-echo
3014429574,2972369198,0,65677236,26807,0,13864318,6290,1,1022,706,67,14,0,5,3,378681,286120,1,25,96304857,357044,276280,651,23,93458032,8,0,87,39,56,23,37,38,icmp-echo
3436764786,3877652361,0,64778754,25492,0,13160374,5684,1,1026,877,70,16,0,5,3,354524,284805,1,22,81997656,304534,269114,690,26,101097774,7,0,70,47,58,25,39,29,icmp-echo
3508853886,3378258102,0,71105496,22820,0,14310788,5221,1,981,765,61,18,0,5,3,350140,261935,1,21,99348633,349289,303911,516,26,92377885,8,0,70,50,54,23,39,33,icmp-echo
3127660661,3969112614,0,77854941,27425,0,16773976,6217,1,987,828,81,17,0,6,3,307180,290736,1,21,80290110,340433,287332,583,22,91214194,8,0,84,44,56,22,35,33,icmp-echo
3579264791,3304807094,0,80443721,22124,0,16198949,5178,1,914,677,81,18,0,5,3,355206,270515,1,23,87176227,315521,262350,515,24,97022904,7,0,84,47,57,26,35,31,icmp-echo
3444283618,3641608228,0,81636225,22333,0,14543627,4836,1,1094,724,72,17,0,5,3,384066,269512,1,22,78561192,402107,280506,526,24,100579766,7,0,71,41,52,24,35,31,icmp-echo
3288285282,3434443469,0,70422408,25388,0,13591350,5644,1,842,698,66,18,0,5,3,315943,295619,1,23,88528017,303020,249862,583,23,99315057,6,0,89,43,59,24,37,30,icmp-echo
3860729498,3630286575,0,71378092,24512,0,17184093,6067,1,1118,907,77,14,0,6,3,331838,268501,1,24,97220491,345649,294401,565,25,100968622,8,0,78,46,65,24,36,35,icmp-echo
4780546960,3237902860,0,82269907,23737,0,16667541,5230,1,966,805,75,15,0,5,3,378544,242014,1,21,103004749,399570,281354,671,26,104292282,7,0,92,46,60,22,34,35,icmp-echo
107819926,3715165784,0,86574771,23027,0,14331160,5392,1,975,768,77,17,0,5,3,380600,291446,1,19,78204176,317112,298580,660,26,97974639,8,0,77,47,56,25,32,30,icmp-echo
264328621,3916068882,0,85018243,25225,0,14074837,5166,1,884,752,62,15,0,5,3,401638,245780,1,20,101275147,390404,294442,642,24,83394844,6,0,84,42,49,24,38,31,icmp-echo
439358116,3964150158,0,68709876,24542,0,16678380,4739,1,873,775,70,15,0,6,3,324259,242377,1,20,87112597,311511,309809,605,22,82571688,6,0,73,43,66,22,37,37,icmp-echo
606159157,4378699021,0,84149116,24132,0,15738519,5930,1,1097,836,72,15,0,6,3,349652,253328,1,23,80757550,380610,256819,662,22,96943405,7,0,90,40,52,23,37,35,icmp-echo
623644496,3669754590,0,84784942,27357,0,15589944,4864,1,970,878,79,15,0,5,3,350176,246173,1,25,104470472,342001,320690,514,25,87058260,7,0,90,41,53,21,30,34,icmp-echo
972890175,4122828882,0,75356518,22336,0,15269497,5959,1,859,857,62,14,0,6,3,382002,284895,1,21,93690306,409167,310378,655,24,97203540,7,0,86,49,59,25,34,32,icmp-echo
938205056,3804748673,0,74623209,28436,0,17757257,4978,1,896,855,83,15,0,5,3,350897,274023,1,23,96840584,341618,305063,557,26,98628656,7,0,81,51,59,24,34,32,icmp-echo
1082465591,3592950112,0,87120043,28387,0,14662169,4951,1,984,744,68,15,0,5,3,307883,270655,1,22,93096210,392536,250042,658,22,98580882,8,0,87,44,50,20,40,36,icmp-echo
1644461468,4006871595,0,84322940,24810,0,16559658,5233,1,944,739,78,15,0,6,3,321433,300478,1,24,90149172,385841,305694,689,25,93175680,7,0,79,51,59,26,36,30,icmp-echo
1569611566,4353858134,0,85840602,23328,0,14984464,4949,1,888,774,73,14,0,5,3,373315,290662,1,19,81392271,325338,310485,583,26,99989232,6,0,92,51,65,21,31,32,icmp-echo
1647037202,4091977027,0,68914925,22518,0,17917747,6294,1,996,848,69,18,0,5,3,401525,256976,1,20,100155400,320237,265480,621,21,98840996,7,0,72,42,60,26,36,39,icmp-echo
2203750254,3953340550,0,66882922,23159,0,16498459,5994,1,969,757,80,16,0,5,3,308654,305546,1,20,94466036,355264,292148,532,21,82167221,6,0,74,42,52,24,30,33,icmp-echo
1980367653,4028886733,0,72619259,24871,0,14387369,5121,1,1141,703,64,15,0,5,3,348579,250193,1,20,102026909,324076,289165,546,22,96321738,8,0,85,44,54,25,39,31,icmp-echo
2430625855,18622295,0,66216800,22524,0,17720685,5307,1,1157,691,71,17,0,6,3,369161,314621,1,19,87503370,359911,248888,518,24,86885514,7,0,77,44,52,23,35,32,icmp-echo
2154451147,70339915,0,87527765,25855,0,14601436,5051,1,954,890,71,18,0,5,3,369311,317655,1,23,90489461,362563,315055,620,22,88259952,6,0,77,40,55,25,37,32,icmp-echo
2799496333,104673892,0,80096208,26919,0,14309842,6338,1,1013,776,81,17,0,6,3,359988,318562,1,20,88479036,393719,274482,518,22,89727031,8,0,85,47,52,21,35,30,icmp-echo
2727660883,144793624,0,66831654,23233,0,15666224,5191,1,1026,758,81,18,0,5,3,404859,271557,1,23,103066961,359065,279352,695,23,106006244,6,0,80,50,59,22,32,36,icmp-echo
3071996031,186092165,0,66854189,25956,0,17317118,6399,1,1105,876,82,17,0,4,3,330078,285130,1,21,96242563,323349,308875,622,20,94724706,7,0,72,52,52,21,40,32,icmp-echo
3302589201,183449487,0,85421423,23149,0,18076647,5549,1,1106,888,84,14,0,4,3,304480,262455,1,23,87614238,398319,276772,634,21,106292581,6,0,73,44,63,24,30,37,icmp-echo
3367142731,223424420,0,67931534,28237,0,17977800,5716,1,1080,777,71,16,0,4,3,388454,327350,1,20,92603067,410526,304265,584,23,85321191,7,0,77,48,55,21,33,38,icmp-echo
2856320169,281144168,0,67084494,23053,0,18873448,4930,1,1024,756,70,14,0,5,3,303749,299126,1,23,97755635,345959,267514,689,25,95893263,6,0,90,50,50,24,39,30,icmp-echo
3235434842,282343117,0,72096091,24793,0,14394542,5404,1,1140,865,64,14,0,6,3,393100,287209,1,22,90483799,310279,303203,580,25,100624895,8,0,70,41,50,23,40,40,icmp-echo
3037125412,391866905,0,87093796,27307,0,17873894,5591,1,1095,883,83,14,0,4,3,369068,326329,1,22,96922066,317536,278049,583,24,82934425,8,0,83,42,53,23,33,33,icmp-echo
3331265520,419408433,0,71699964,26453,0,14809036,5619,1,1063,782,73,14,2,6,3,319893,246198,1,20,91834694,320826,290513,559,26,82066525,7,0,75,52,65,23,38,40,icmp-echo
3111198056,377262156,0,88958444,27182,0,19290830,5526,1,1160,771,72,15,2,5,3,352387,256675,1,20,81354074,355036,244053,565,23,104929574,6,0,90,41,65,25,40,36,icmp-echo
3886147966,426929012,0,85758257,28588,0,18510177,5650,1,1099,866,86,18,2,5,3,400866,253960,1,23,97072585,392268,274331,516,26,82384138,7,0,85,44,68,26,38,34,icmp-echo
3516806800,508979050,0,75179001,23262,0,16036877,5005,1,954,716,67,15,2,5,3,401049,249850,1,20,108918074,396577,278076,662,22,101624252,7,0,78,54,66,26,32,32,icmp-echo
3490537408,457468396,0,79938857,26729,0,18205548,5887,1,1016,785,75,15,2,5,3,327654,299332,1,22,81880988,408345,284687,579,21,85260515,6,0,80,43,64,21,35,41,icmp-echo
3625283113,536007649,0,89087939,24939,0,15738516,6523,1,992,853,79,19,2,5,3,395038,281628,1,24,99475375,413274,256065,580,24,93213057,6,0,84,49,62,26,38,35,icmp-echo
3658068581,611985312,0,80829397,28376,0,16403090,6191,1,985,846,85,18,0,5,3,323374,296783,1,21,95925874,311720,308368,605,23,92436176,7,0,78,48,56,23,31,31,icmp-echo
3500561836,579126364,0,68366120,22366,0,17135630,6170,1,1164,769,75,18,0,5,3,313375,278222,1,19,98876026,357041,256747,610,24,91242530,8,0,87,41,60,25,32,34,icmp-echo
4690377370,567131265,0,69903537,27189,0,14661512,5885,1,909,724,85,18,0,4,3,306831,322267,1,23,95828611,405352,251681,679,25,93478020,6,0,90,46,57,25,41,37,icmp-echo
3603826170,658503129,0,89564565,28670,0,19258606,5341,1,1159,844,77,19,0,4,3,337052,282309,1,20,90441484,355206,331379,574,24,101874507,7,0,81,46,53,23,38,32,icmp-echo
3765549721,749695981,0,68546987,23122,0,16341562,5911,1,1163,883,71,20,0,5,3,339119,331529,1,19,94300115,398384,322262,675,24,103776178,6,0,79,44,50,22,31,32,icmp-echo
4855194391,671803302,0,81703097,22897,0,18110717,6445,1,922,933,80,19,0,5,3,314624,289306,1,21,83965113,342351,288988,670,22,104745609,6,0,74,48,54,21,41,40,icmp-echo
72063324,762639598,0,82030611,22508,0,17921231,5647,1,975,762,74,17,0,5,3,353712,252163,1,25,102014696,317256,252767,577,21,92600559,6,0,81,50,57,20,37,31,icmp-echo
112068194,801985805,0,89297740,24214,0,17876261,5158,1,919,841,69,19,0,4,3,336990,310138,1,21,96674375,391843,293799,595,20,102476607,7,0,86,51,58,25,33,39,icmp-echo
250779879,939279321,0,88721525,28237,0,15290009,6533,1,885,796,67,20,0,6,3,352827,256474,1,19,86259691,402829,265058,629,25,101709342,7,0,73,42,54,23,33,35,icmp-echo
336834739,986040836,0,90993464,24316,0,19353829,6534,1,990,763,81,18,0,5,3,382538,328660,1,19,95494052,374700,329217,631,22,93429092,6,0,86,47,54,22,39,40,icmp-echo
324601445,959912744,0,84879414,28244,0,14933636,5957,1,1033,761,76,16,0,5,3,323330,306797,1,20,87066466,353029,254644,530,21,93695254,6,0,91,43,63,23,39,36,icmp-echo
474933698,812434172,0,73944906,24146,0,19290406,6468,1,1011,777,68,18,0,5,3,376094,276937,1,22,106666438,410692,324604,591,23,109976640,7,0,94,45,59,22,40,35,icmp-echo
525315721,907592645,0,69222888,21892,0,17961214,5433,1,896,887,83,19,0,5,3,375407,255137,1,19,100792897,355843,321333,623,24,89315130,7,0,78,47,56,22,41,34,icmp-echo
553021998,1134351345,0,87325846,23213,0,15629174,6088,1,1119,941,67,17,0,5,3,416930,294304,1,23,97778218,375763,295437,652,21,106844899,6,0,75,53,65,22,32,31,icmp-echo
646882730,1138950997,0,78675103,24033,0,16970860,6267,1,1065,701,75,18,0,5,3,402410,249275,1,22,100907575,373668,256153,663,21,110232783,7,0,88,45,54,23,36,33,icmp-echo
789098531,1070909676,0,84081446,24533,0,15178708,6561,1,941,791,72,19,0,6,3,376666,301634,1,23,91572504,400048,261939,563,22,107113900,8,0,85,51,64,23,34,33,icmp-echo
920147876,993007620,0,77739213,22663,0,18229797,5489,1,953,902,71,20,0,6,3,324400,313083,1,22,110248622,326184,265268,699,25,91196024,6,0,77,43,67,26,40,33,icmp-echo
824573621,1049684312,0,69002931,25665,0,16758304,5392,1,1062,701,67,17,0,5,3,341976,280416,1,21,87887321,327409,316274,536,20,86298945,6,0,93,45,60,20,36,37,icmp-echo
865879422,1160038283,0,91405829,23881,0,16208843,5704,1,1002,782,72,16,0,5,3,362270,261115,1,21,84496813,379730,284821,599,22,96559645,7,0,88,45,56,26,39,34,icmp-echo
1127487211,1140743370,0,79380114,22856,0,19184032,5741,1,923,922,74,16,0,5,3,375703,253643,1,23,92092030,373145,332451,652,21,87707241,6,0,91,50,55,21,32,31,icmp-echo
1198776616,1202252615,0,79352874,23943,0,15997765,6321,1,1172,825,67,16,0,4,3,323220,279713,1,20,108664020,397269,289255,657,20,84389531,7,0,95,47,61,20,40,31,icmp-echo
1003866101,1104024650,0,80094148,23716,0,18987335,4923,1,920,930,85,17,0,5,3,371824,260069,1,24,90258652,344084,334492,667,25,93861056,7,0,93,52,66,22,39,41,icmp-echo
1287348069,1292633813,0,79295014,28063,0,16612309,4924,1,969,922,71,18,0,4,3,362621,298859,1,23,92543689,407459,311293,646,21,101441418,6,0,74,54,61,20,33,39,icmp-echo
1318513032,1356417095,0,89812473,25409,0,19597803,6004,1,1050,925,73,16,0,5,3,354045,283525,1,23,88925407,423006,298425,549,25,102331910,6,0,83,43,51,24,33,33,icmp-echo
1350169480,1360070796,0,72598822,25256,0,18858233,5485,1,1047,725,71,17,0,5,3,375990,308039,1,24,97192028,384855,307561,570,25,86052268,7,0,81,42,63,25,33,31,icmp-echo
1377671590,1322518272,0,75994475,25047,0,19102660,6635,1,939,831,77,17,0,6,3,340772,277425,1,22,103534543,344162,258516,565,22,111007109,7,0,80,45,69,21,38,35,icmp-echo
1697865905,1586453055,0,87957418,23045,0,17613552,5514,1,1220,788,77,19,0,5,3,361825,253339,1,23,110903212,401631,264997,631,26,85021554,6,0,97,46,64,25,33,41,icmp-echo
1657857512,1574148637,0,88745816,29220,0,17643183,5774,1,1076,770,84,18,0,5,3,359483,312718,1,22,92674481,372678,298999,643,26,111570335,8,0,89,47,52,21,38,35,icmp-echo
1815961048,1422984056,0,89475844,28311,0,19641892,5453,1,1219,789,80,17,0,5,3,379500,265754,1,21,85844560,395109,311680,629,22,86103587,7,0,78,54,67,22,42,34,icmp-echo
1671937551,1670884157,0,90441167,28832,0,16029144,5574,1,922,831,71,20,0,5,3,379381,329181,1,24,90500077,352757,263084,549,23,108254593,6,0,78,47,66,20,39,37,icmp-echo
1600428316,1656879248,0,73867695,25791,0,17362557,5237,1,1082,920,76,16,0,5,3,355278,255161,1,22,101742827,393310,254243,694,22,106209082,8,0,75,44,53,23,39,35,icmp-echo
2138792207,1777021009,0,85519029,27033,0,20078469,5444,1,1207,944,88,16,0,5,3,391028,320710,1,22,104947018,389974,328564,618,21,86259590,8,0,80,49,56,24,35,41,icmp-echo
1832688841,1570582483,0,74170707,27808,0,20595979,6140,1,1216,882,74,16,0,6,3,350670,286015,1,25,103692588,373228,335094,583,25,99998437,7,0,81,46,57,25,32,36,icmp-echo
2138779436,1569610486,0,90237700,26906,0,18626923,5244,1,909,802,71,17,0,4,3,365897,336837,1,24,110506733,360228,277470,565,21,87630979,6,0,89,44,54,22,36,42,icmp-echo
2094391763,1870375189,0,71132084,28594,0,18687305,6490,1,946,851,67,20,0,6,3,418356,310149,1,19,111025424,407655,340553,593,26,104905597,7,0,92,52,57,22,31,32,icmp-echo
2504064839,1949256039,0,79966440,28976,0,18852382,5519,1,1018,942,81,16,0,5,3,399583,267412,1,22,91114156,419252,287594,681,20,96364461,8,0,95,53,67,25,33,42,icmp-echo
2659147184,1747936442,0,74796315,23180,0,18799321,6055,1,1076,774,70,18,0,4,3,367043,285199,1,19,92103284,339791,261228,695,25,90700522,7,0,76,46,60,26,39,35,icmp-echo
2645681994,1547896091,0,77402203,27141,0,16686972,5287,1,1050,734,78,21,0,5,3,346631,302088,1,24,84731543,379876,259777,606,22,101952277,6,0,79,43,58,21,42,41,icmp-echo
2747125342,2034120269,0,82044518,28694,0,16559972,5286,1,1156,910,75,16,0,5,3,326692,322298,1,19,98246866,424751,306421,529,20,107039161,7,0,87,44,55,21,36,35,icmp-echo
2425343017,1799583255,0,81957979,29844,0,18387767,5726,1,1169,854,71,18,0,5,3,341357,260954,1,25,111730049,405847,279396,603,25,111186132,8,0,87,47,61,26,32,41,icmp-echo
2646043470,2111292119,0,93134552,25252,0,16176824,5609,1,991,829,78,15,0,4,3,343037,266047,1,22,90209805,346402,327091,546,21,91322344,8,0,90,43,60,23,36,38,icmp-echo
2859966060,1730465126,0,74929774,23322,0,19199852,5015,1,1070,748,80,17,0,6,3,380935,341488,1,22,102548993,417681,339563,600,24,93681583,7,0,84,57,67,25,33,41,icmp-echo
2834721690,1975020633,0,79213777,25227,0,15588705,5715,1,1204,738,72,16,0,5,3,410087,273603,1,23,100026491,343171,300086,533,22,99394379,6,0,90,54,53,25,33,34,icmp-echo
2517039354,2144753637,0,80840883,24214,0,20970397,5088,1,1177,897,74,20,0,5,3,333589,302982,1,22,113176544,350914,343112,542,21,87206596,7,0,89,43,59,26,39,40,icmp-echo
3228562230,1793510438,0,82791198,22609,0,19010360,5911,1,1175,961,68,19,0,5,3,339439,283706,1,25,112240149,344516,264160,612,23,113353287,8,0,82,50,58,25,40,37,icmp-echo
2667248164,2257517607,0,90615964,22532,0,19632998,5628,1,1075,813,66,17,0,5,3,352223,264513,1,21,114505670,322245,309362,598,21,85984324,6,0,86,50,66,21,37,32,icmp-echo
3634443843,2071841982,0,71258015,25887,0,20607214,5106,1,942,937,68,16,0,6,3,329202,319996,1,23,101057665,409415,300615,584,22,93344952,7,0,98,55,66,22,40,38,icmp-echo
3643561127,1958872106,0,86877093,26594,0,17382911,5489,1,1138,817,88,18,0,5,3,336308,284406,1,20,109145134,404949,304398,583,20,102207378,7,0,93,46,58,24,39,34,icmp-echo
3591450328,2267584762,0,88767514,23983,0,17934528,6133,1,920,792,70,20,0,5,3,415726,336582,1,24,90970441,349111,305115,636,24,98922461,8,0,85,55,68,24,41,34,icmp-echo
2919202308,1784387350,0,73629640,24906,0,16260563,5908,1,929,947,76,16,0,5,3,318630,309628,1,24,99387523,335711,273483,539,20,90179845,6,0,97,49,52,20,37,33,icmp-echo
3696691771,2201974016,0,93142110,24543,0,17881868,5790,1,1015,738,84,16,0,6,3,412628,291361,1,23,102730166,355666,311230,635,22,99585774,6,0,95,48,60,23,36,35,icmp-echo
3878014191,2122234989,0,76579931,22738,0,16180363,6337,1,1210,912,80,19,0,4,3,383200,289415,1,19,104493117,375783,307217,658,25,96095178,7,0,81,46,56,23,36,42,icmp-echo
3278892816,2115171297,0,72110933,23044,0,18438059,5389,1,1162,922,78,16,0,5,3,359967,311976,1,20,114103518,375723,295359,654,24,115599852,8,0,86,56,58,22,36,42,icmp-echo
3371736310,1990809756,0,71603084,26238,0,18427938,6585,1,1011,831,87,18,0,5,3,327029,335313,1,24,93311760,389197,304104,606,23,92474950,7,0,76,55,60,20,33,33,icmp-echo
4547691144,2260039793,0,73665198,23657,0,18413123,5881,1,1130,729,71,15,0,5,3,386203,262252,1,24,104259315,332917,326386,621,22,96467904,6,0,90,52,67,20,42,42,icmp-echo
4067987821,2173355601,0,78711333,23911,0,19506675,5384,1,1080,903,83,20,2,5,3,405959,266859,1,19,103030516,412473,342278,677,22,100900962,6,0,101,46,60,24,36,33,icmp-echo
3836924357,1991808783,0,80898595,29290,0,16998141,6666,1,1084,978,70,20,0,5,3,365853,289259,1,20,96407355,413346,261005,572,26,106217866,7,0,94,49,54,24,43,33,icmp-echo
4824221515,2020131772,0,72680289,27105,0,18098264,5237,1,1142,965,71,19,0,5,3,335667,293770,1,22,97000612,347584,340054,540,22,109312113,7,0,102,55,64,24,34,43,icmp-echo
